订单编号,下单时间,pay_time,商品编码,商品名称,品类,quantity,unit_price,total_amount,discount_amount,actual_pay_amount,订单状态,buyer_province,是否新客,优惠券名称
微20250702001691,2025-07-02 10:30:00,2025-07-02 10:30:00,SKU_电_012,电子商品22,电子,2,324.57,649.14,23.92,625.22,已完成,上海,False,
微20250702001692,2025-07-02 21:56:00,2025-07-02 21:56:00,SKU_电_010,电子商品22,电子,2,296.23,592.46,86.19,506.27,已完成,江苏,False,
微20250702001693,2025-07-02 14:24:00,2025-07-02 14:24:00,SKU_电_016,电子商品30,电子,1,294.78,294.78,43.74,251.04,已完成,广东,False,
微20250702001694,2025-07-02 18:13:00,2025-07-02 18:13:00,SKU_电_013,电子商品1,电子,2,317.18,634.36,52.47,581.89,已完成,山东,False,
微20250702001695,2025-07-02 13:39:00,,SKU_电_007,电子商品36,电子,1,282.23,282.23,39.87,242.36,已取消,四川,False,
微20250702001696,2025-07-02 18:45:00,2025-07-02 18:45:00,SKU_电_009,电子商品20,电子,2,304.74,609.48,18.07,591.41,已完成,浙江,False,新人首单立减20
微20250702001697,2025-07-02 10:14:00,2025-07-02 10:14:00,SKU_电_002,电子商品21,电子,1,312.75,312.75,31.28,281.47,已完成,广东,False,品类优惠券
微20250702001698,2025-07-02 16:23:00,2025-07-02 16:23:00,SKU_服_015,服装商品40,服装,2,155.21,310.42,9.69,300.73,已完成,浙江,False,
微20250702001699,2025-07-02 16:58:00,2025-07-02 16:58:00,SKU_服_014,服装商品33,服装,1,178.51,178.51,12.8,165.71,已完成,广东,False,新人首单立减20
微20250702001700,2025-07-02 19:57:00,,SKU_服_004,服装商品47,服装,3,165.49,496.47,37.84,458.63,已取消,北京,True,品类优惠券
微20250702001701,2025-07-02 12:04:00,2025-07-02 12:04:00,SKU_服_004,服装商品41,服装,2,176.39,352.78,31.73,321.05,已完成,北京,False,
微20250702001702,2025-07-02 19:52:00,2025-07-02 19:52:00,SKU_服_008,服装商品11,服装,1,163.57,163.57,2.98,160.59,已完成,北京,False,新人首单立减20
微20250702001703,2025-07-02 09:48:00,2025-07-02 09:48:00,SKU_服_018,服装商品21,服装,1,152.21,152.21,17.04,135.17,已完成,上海,False,品类优惠券
微20250702001704,2025-07-02 22:18:00,2025-07-02 22:18:00,SKU_服_001,服装商品33,服装,2,146.24,292.48,26.39,266.09,已完成,广东,False,品类优惠券
微20250702001705,2025-07-02 17:07:00,2025-07-02 17:07:00,SKU_服_009,服装商品19,服装,2,169.51,339.02,20.07,318.95,已完成,浙江,False,品类优惠券
微20250702001706,2025-07-02 22:11:00,2025-07-02 22:11:00,SKU_服_003,服装商品40,服装,2,173.93,347.86,38.0,309.86,已完成,江苏,False,
微20250702001707,2025-07-02 17:43:00,2025-07-02 17:43:00,SKU_服_014,服装商品48,服装,3,164.49,493.47,33.08,460.39,已完成,广东,False,
微20250702001708,2025-07-02 15:11:00,2025-07-02 15:11:00,SKU_服_007,服装商品40,服装,2,136.51,273.02,28.19,244.83,已完成,广东,False,满200减30
微20250702001709,2025-07-02 21:05:00,2025-07-02 21:05:00,SKU_服_004,服装商品45,服装,2,144.66,289.32,16.65,272.67,已完成,江苏,False,
微20250702001710,2025-07-02 19:55:00,2025-07-02 19:55:00,SKU_服_004,服装商品34,服装,1,166.21,166.21,22.29,143.92,已完成,北京,False,新人首单立减20
微20250702001711,2025-07-02 18:42:00,2025-07-02 18:42:00,SKU_服_011,服装商品13,服装,3,184.07,552.21,28.59,523.62,已完成,江苏,False,
微20250702001712,2025-07-02 15:41:00,2025-07-02 15:41:00,SKU_服_018,服装商品49,服装,2,145.12,290.24,13.82,276.42,已完成,湖北,False,
微20250702001713,2025-07-02 18:41:00,2025-07-02 18:41:00,SKU_服_012,服装商品13,服装,1,149.66,149.66,17.39,132.27,已完成,北京,False,
微20250703002534,2025-07-03 08:19:00,2025-07-03 08:19:00,SKU_美_003,美妆商品10,美妆,3,124.59,373.77,24.89,348.88,已完成,广东,False,
微20250703002535,2025-07-03 17:34:00,2025-07-03 17:34:00,SKU_美_018,美妆商品37,美妆,2,162.83,325.66,22.03,303.63,已完成,浙江,False,
微20250703002536,2025-07-03 19:44:00,2025-07-03 19:44:00,SKU_美_017,美妆商品47,美妆,2,146.07,292.14,18.79,273.35,已完成,北京,False,满200减30
微20250703002537,2025-07-03 20:34:00,2025-07-03 20:34:00,SKU_美_005,美妆商品13,美妆,2,137.8,275.6,38.93,236.67,已完成,四川,False,品类优惠券
微20250703002538,2025-07-03 20:40:00,2025-07-03 20:40:00,SKU_美_014,美妆商品44,美妆,1,134.76,134.76,19.95,114.81,已完成,浙江,False,
微20250703002539,2025-07-03 11:05:00,2025-07-03 11:05:00,SKU_美_007,美妆商品22,美妆,2,143.34,286.68,1.9,284.78,已完成,湖北,False,
微20250703002540,2025-07-03 21:38:00,2025-07-03 21:38:00,SKU_美_003,美妆商品13,美妆,2,136.63,273.26,18.77,254.49,已完成,上海,True,新人首单立减20
微20250703002541,2025-07-03 16:48:00,,SKU_美_002,美妆商品26,美妆,1,119.82,119.82,14.6,105.22,已取消,浙江,False,品类优惠券
微20250703002542,2025-07-03 10:10:00,2025-07-03 10:10:00,SKU_美_003,美妆商品5,美妆,2,151.3,302.6,42.48,260.12,已完成,山东,False,
微20250703002543,2025-07-03 18:33:00,2025-07-03 18:33:00,SKU_美_010,美妆商品37,美妆,1,163.13,163.13,5.9,157.23,已完成,山东,False,新人首单立减20
微20250703002544,2025-07-03 17:56:00,2025-07-03 17:56:00,SKU_美_012,美妆商品46,美妆,2,151.57,303.14,18.86,284.28,已完成,广东,False,新人首单立减20
微20250703002545,2025-07-03 18:43:00,2025-07-03 18:43:00,SKU_美_010,美妆商品42,美妆,1,144.0,144.0,6.78,137.22,已完成,四川,False,
微20250703002546,2025-07-03 20:54:00,2025-07-03 20:54:00,SKU_美_013,美妆商品22,美妆,1,123.67,123.67,6.67,117.0,已完成,山东,False,
微20250703002547,2025-07-03 13:33:00,,SKU_美_015,美妆商品49,美妆,1,129.2,129.2,0.43,128.77,已取消,北京,False,
微20250703002548,2025-07-03 19:41:00,2025-07-03 19:41:00,SKU_美_013,美妆商品23,美妆,1,142.78,142.78,12.31,130.47,已完成,湖北,False,
微20250703002549,2025-07-03 15:25:00,2025-07-03 15:25:00,SKU_美_017,美妆商品42,美妆,1,168.93,168.93,17.17,151.76,已完成,江苏,False,品类优惠券
微20250703002550,2025-07-03 10:36:00,2025-07-03 10:36:00,SKU_美_017,美妆商品26,美妆,3,138.57,415.71,36.41,379.3,已完成,北京,False,满200减30
微20250703002551,2025-07-03 15:42:00,2025-07-03 15:42:00,SKU_美_018,美妆商品41,美妆,2,114.58,229.16,14.25,214.91,待发货,浙江,False,新人首单立减20
微20250703002552,2025-07-03 19:30:00,2025-07-03 19:30:00,SKU_美_002,美妆商品29,美妆,1,134.95,134.95,9.43,125.52,已完成,北京,False,满200减30
微20250703002553,2025-07-03 15:15:00,2025-07-03 15:15:00,SKU_美_005,美妆商品21,美妆,2,138.2,276.4,17.13,259.27,已完成,上海,False,新人首单立减20
微20250703002554,2025-07-03 21:35:00,2025-07-03 21:35:00,SKU_美_003,美妆商品36,美妆,1,111.29,111.29,13.68,97.61,已完成,四川,False,
微20250703002555,2025-07-03 18:06:00,2025-07-03 18:06:00,SKU_美_007,美妆商品12,美妆,3,136.78,410.34,7.3,403.04,已完成,山东,False,品类优惠券
微20250703002556,2025-07-03 19:22:00,2025-07-03 19:22:00,SKU_美_010,美妆商品6,美妆,1,132.36,132.36,0.76,131.6,待发货,江苏,False,新人首单立减20
微20250703002557,2025-07-03 12:17:00,2025-07-03 12:17:00,SKU_美_003,美妆商品5,美妆,2,144.01,288.02,36.05,251.97,已完成,广东,False,
微20250703002558,2025-07-03 22:54:00,2025-07-03 22:54:00,SKU_美_015,美妆商品48,美妆,1,149.92,149.92,14.32,135.6,已完成,江苏,True,满200减30
微20250703002559,2025-07-03 22:25:00,2025-07-03 22:25:00,SKU_美_016,美妆商品18,美妆,1,149.2,149.2,14.2,135.0,已完成,江苏,False,
微20250703002560,2025-07-03 12:34:00,2025-07-03 12:34:00,SKU_美_018,美妆商品8,美妆,1,124.68,124.68,12.71,111.97,已完成,山东,False,满200减30
微20250703002561,2025-07-03 19:18:00,2025-07-03 19:18:00,SKU_美_018,美妆商品21,美妆,1,145.45,145.45,5.58,139.87,已完成,四川,False,
微20250703002562,2025-07-03 10:21:00,2025-07-03 10:21:00,SKU_美_017,美妆商品8,美妆,1,141.34,141.34,7.45,133.89,已完成,上海,False,品类优惠券
微20250703002563,2025-07-03 21:11:00,2025-07-03 21:11:00,SKU_美_011,美妆商品13,美妆,3,150.66,451.98,61.4,390.58,已完成,山东,False,
微20250703002564,2025-07-03 18:38:00,2025-07-03 18:38:00,SKU_美_010,美妆商品44,美妆,2,129.76,259.52,19.39,240.13,已完成,江苏,False,
微20250703002565,2025-07-03 09:56:00,2025-07-03 09:56:00,SKU_美_007,美妆商品27,美妆,3,129.48,388.44,51.84,336.6,已完成,湖北,False,品类优惠券
微20250703002566,2025-07-03 12:19:00,,SKU_美_008,美妆商品18,美妆,3,113.19,339.57,7.95,331.62,已取消,江苏,False,
微20250703002567,2025-07-03 16:56:00,2025-07-03 16:56:00,SKU_美_006,美妆商品8,美妆,2,138.62,277.24,4.62,272.62,待发货,山东,False,满200减30
微20250703002568,2025-07-03 15:18:00,2025-07-03 15:18:00,SKU_美_007,美妆商品15,美妆,1,124.29,124.29,13.85,110.44,已完成,浙江,True,新人首单立减20
微20250703002569,2025-07-03 12:56:00,,SKU_美_003,美妆商品37,美妆,1,136.98,136.98,0.44,136.54,已取消,上海,True,
微20250703002570,2025-07-03 13:46:00,2025-07-03 13:46:00,SKU_美_012,美妆商品29,美妆,2,137.65,275.3,1.36,273.94,已完成,山东,True,
微20250703002571,2025-07-03 16:26:00,2025-07-03 16:26:00,SKU_美_001,美妆商品18,美妆,2,128.91,257.82,34.5,223.32,已完成,山东,False,
微20250703002572,2025-07-03 17:51:00,2025-07-03 17:51:00,SKU_美_007,美妆商品49,美妆,2,126.94,253.88,1.66,252.22,已完成,北京,False,品类优惠券
微20250703002573,2025-07-03 16:44:00,2025-07-03 16:44:00,SKU_美_014,美妆商品11,美妆,1,148.63,148.63,15.24,133.39,已完成,广东,False,
微20250703002574,2025-07-03 09:56:00,,SKU_食_007,食品商品4,食品,1,60.47,60.47,7.57,52.9,已取消,山东,False,
微20250703002575,2025-07-03 17:46:00,2025-07-03 17:46:00,SKU_食_009,食品商品27,食品,3,59.84,179.52,17.01,162.51,已完成,江苏,False,
微20250703002576,2025-07-03 12:39:00,2025-07-03 12:39:00,SKU_食_002,食品商品19,食品,1,61.99,61.99,6.04,55.95,已完成,浙江,False,
微20250703002577,2025-07-03 11:33:00,2025-07-03 11:33:00,SKU_食_004,食品商品40,食品,2,58.51,117.02,17.49,99.53,已完成,湖北,False,新人首单立减20
微20250703002578,2025-07-03 20:54:00,2025-07-03 20:54:00,SKU_食_018,食品商品27,食品,2,64.52,129.04,16.27,112.77,待发货,江苏,False,
微20250703002579,2025-07-03 16:29:00,2025-07-03 16:29:00,SKU_食_008,食品商品12,食品,1,51.56,51.56,3.22,48.34,已完成,浙江,False,满200减30
微20250703002580,2025-07-03 22:51:00,2025-07-03 22:51:00,SKU_食_015,食品商品13,食品,1,56.3,56.3,3.13,53.17,已完成,四川,False,
微20250703002581,2025-07-03 14:33:00,2025-07-03 14:33:00,SKU_食_008,食品商品2,食品,2,61.07,122.14,16.47,105.67,已完成,北京,False,满200减30
微20250703002582,2025-07-03 09:19:00,2025-07-03 09:19:00,SKU_食_017,食品商品33,食品,1,57.26,57.26,2.62,54.64,待发货,湖北,False,满200减30
微20250703002583,2025-07-03 10:42:00,,SKU_食_010,食品商品36,食品,2,63.39,126.78,10.37,116.41,已取消,北京,False,
微20250703002584,2025-07-03 10:01:00,2025-07-03 10:01:00,SKU_食_001,食品商品48,食品,1,55.51,55.51,1.21,54.3,已完成,江苏,False,
微20250703002585,2025-07-03 09:23:00,2025-07-03 09:23:00,SKU_食_006,食品商品31,食品,1,65.38,65.38,6.08,59.3,已完成,山东,False,
微20250703002586,2025-07-03 18:24:00,2025-07-03 18:24:00,SKU_食_016,食品商品21,食品,2,57.84,115.68,16.48,99.2,已完成,北京,False,
微20250703002587,2025-07-03 20:07:00,2025-07-03 20:07:00,SKU_食_001,食品商品41,食品,1,64.58,64.58,9.52,55.06,已完成,浙江,False,
微20250703002588,2025-07-03 13:42:00,2025-07-03 13:42:00,SKU_食_002,食品商品2,食品,1,52.16,52.16,1.99,50.17,已完成,山东,False,满200减30
微20250703002589,2025-07-03 11:36:00,2025-07-03 11:36:00,SKU_食_013,食品商品1,食品,1,46.95,46.95,6.42,40.53,已完成,山东,False,
微20250703002590,2025-07-03 21:48:00,2025-07-03 21:48:00,SKU_食_010,食品商品28,食品,3,60.92,182.76,18.11,164.65,已完成,广东,False,满200减30
微20250703002591,2025-07-03 21:14:00,2025-07-03 21:14:00,SKU_食_008,食品商品11,食品,3,60.23,180.69,5.31,175.38,已完成,湖北,False,
微20250703002592,2025-07-03 15:01:00,2025-07-03 15:01:00,SKU_食_012,食品商品48,食品,3,46.74,140.22,19.05,121.17,已完成,湖北,False,
微20250703002593,2025-07-03 22:58:00,2025-07-03 22:58:00,SKU_食_013,食品商品15,食品,1,59.61,59.61,6.34,53.27,已完成,浙江,False,品类优惠券
微20250703002594,2025-07-03 15:45:00,2025-07-03 15:45:00,SKU_食_019,食品商品45,食品,1,59.28,59.28,6.43,52.85,已完成,上海,False,
微20250703002595,2025-07-03 16:06:00,2025-07-03 16:06:00,SKU_食_014,食品商品41,食品,3,63.39,190.17,14.29,175.88,已完成,浙江,False,品类优惠券
微20250703002596,2025-07-03 18:29:00,2025-07-03 18:29:00,SKU_食_018,食品商品33,食品,1,59.79,59.79,4.36,55.43,已完成,江苏,False,
微20250703002597,2025-07-03 15:54:00,2025-07-03 15:54:00,SKU_食_018,食品商品18,食品,1,50.71,50.71,4.16,46.55,已完成,浙江,False,新人首单立减20
微20250703002598,2025-07-03 20:17:00,2025-07-03 20:17:00,SKU_食_015,食品商品32,食品,2,63.9,127.8,11.71,116.09,待发货,浙江,False,新人首单立减20
微20250703002599,2025-07-03 20:00:00,2025-07-03 20:00:00,SKU_食_008,食品商品38,食品,1,56.8,56.8,5.41,51.39,已完成,上海,False,
微20250703002600,2025-07-03 16:57:00,,SKU_食_016,食品商品27,食品,2,60.42,120.84,17.54,103.3,已取消,江苏,False,
微20250703002601,2025-07-03 13:38:00,2025-07-03 13:38:00,SKU_食_001,食品商品40,食品,2,57.45,114.9,4.54,110.36,待发货,湖北,False,满200减30
微20250703002602,2025-07-03 14:42:00,2025-07-03 14:42:00,SKU_食_016,食品商品28,食品,1,58.44,58.44,2.83,55.61,已完成,广东,False,
微20250703002603,2025-07-03 09:19:00,2025-07-03 09:19:00,SKU_食_016,食品商品44,食品,3,62.16,186.48,21.33,165.15,已完成,上海,False,
微20250703002604,2025-07-03 15:13:00,2025-07-03 15:13:00,SKU_食_011,食品商品40,食品,1,61.48,61.48,6.73,54.75,已完成,广东,False,
微20250703002605,2025-07-03 20:03:00,2025-07-03 20:03:00,SKU_食_012,食品商品25,食品,1,60.63,60.63,0.51,60.12,已完成,北京,False,
微20250703002606,2025-07-03 11:49:00,2025-07-03 11:49:00,SKU_食_006,食品商品41,食品,3,60.36,181.08,13.17,167.91,已完成,北京,False,品类优惠券
微20250703002607,2025-07-03 12:12:00,2025-07-03 12:12:00,SKU_食_012,食品商品31,食品,1,51.45,51.45,4.98,46.47,已完成,四川,False,
微20250703002608,2025-07-03 16:53:00,2025-07-03 16:53:00,SKU_食_017,食品商品12,食品,3,54.7,164.1,13.41,150.69,已完成,江苏,False,品类优惠券
微20250703002609,2025-07-03 19:03:00,2025-07-03 19:03:00,SKU_食_009,食品商品12,食品,2,62.31,124.62,2.79,121.83,已完成,浙江,False,满200减30
微20250703002610,2025-07-03 22:38:00,2025-07-03 22:38:00,SKU_食_018,食品商品24,食品,2,66.04,132.08,13.59,118.49,已完成,广东,False,
微20250703002611,2025-07-03 13:13:00,2025-07-03 13:13:00,SKU_食_016,食品商品14,食品,3,61.35,184.05,19.87,164.18,已完成,广东,False,
微20250703002612,2025-07-03 10:09:00,2025-07-03 10:09:00,SKU_食_016,食品商品11,食品,2,53.83,107.66,15.71,91.95,已完成,浙江,False,
微20250703002613,2025-07-03 15:52:00,2025-07-03 15:52:00,SKU_食_003,食品商品22,食品,1,61.69,61.69,8.96,52.73,已完成,北京,False,
微20250703002614,2025-07-03 21:35:00,2025-07-03 21:35:00,SKU_食_018,食品商品7,食品,1,63.92,63.92,2.77,61.15,已完成,江苏,False,新人首单立减20
微20250703002615,2025-07-03 18:23:00,2025-07-03 18:23:00,SKU_食_011,食品商品48,食品,1,55.37,55.37,3.36,52.01,已完成,广东,False,品类优惠券
微20250703002616,2025-07-03 15:35:00,,SKU_食_010,食品商品9,食品,3,56.47,169.41,4.89,164.52,已取消,湖北,False,新人首单立减20
微20250703002617,2025-07-03 14:41:00,2025-07-03 14:41:00,SKU_电_013,电子商品47,电子,2,345.82,691.64,36.94,654.7,已完成,江苏,False,满200减30
微20250703002618,2025-07-03 18:45:00,2025-07-03 18:45:00,SKU_电_015,电子商品1,电子,1,309.85,309.85,5.49,304.36,已完成,北京,False,
微20250703002619,2025-07-03 10:05:00,2025-07-03 10:05:00,SKU_电_006,电子商品11,电子,1,334.37,334.37,21.72,312.65,已完成,江苏,False,品类优惠券
微20250703002620,2025-07-03 13:03:00,,SKU_电_007,电子商品30,电子,2,337.04,674.08,32.72,641.36,已取消,浙江,True,
微20250703002621,2025-07-03 13:35:00,2025-07-03 13:35:00,SKU_电_019,电子商品2,电子,2,333.61,667.22,89.31,577.91,已完成,湖北,False,
微20250703002622,2025-07-03 08:53:00,2025-07-03 08:53:00,SKU_电_003,电子商品22,电子,3,318.35,955.05,54.62,900.43,待发货,江苏,False,品类优惠券
微20250703002623,2025-07-03 22:30:00,2025-07-03 22:30:00,SKU_电_017,电子商品10,电子,3,286.0,858.0,41.43,816.57,已完成,山东,False,满200减30
微20250703002624,2025-07-03 21:15:00,2025-07-03 21:15:00,SKU_电_010,电子商品5,电子,2,315.97,631.94,37.28,594.66,已完成,上海,False,
微20250703002625,2025-07-03 14:34:00,2025-07-03 14:34:00,SKU_电_014,电子商品3,电子,3,328.44,985.32,51.05,934.27,已完成,湖北,False,
微20250703002626,2025-07-03 13:14:00,2025-07-03 13:14:00,SKU_电_005,电子商品14,电子,1,333.77,333.77,5.18,328.59,已完成,广东,False,新人首单立减20
微20250703002627,2025-07-03 15:45:00,2025-07-03 15:45:00,SKU_服_019,服装商品9,服装,3,153.49,460.47,27.79,432.68,已完成,上海,False,
微20250703002628,2025-07-03 08:24:00,2025-07-03 08:24:00,SKU_服_009,服装商品39,服装,1,139.93,139.93,2.52,137.41,已完成,广东,False,
微20250703002629,2025-07-03 12:39:00,2025-07-03 12:39:00,SKU_服_015,服装商品17,服装,1,162.96,162.96,7.3,155.66,已完成,浙江,True,新人首单立减20
微20250703002630,2025-07-03 09:21:00,,SKU_服_015,服装商品20,服装,1,184.42,184.42,3.29,181.13,已取消,浙江,False,满200减30
微20250703002631,2025-07-03 19:56:00,2025-07-03 19:56:00,SKU_服_012,服装商品49,服装,1,186.24,186.24,25.82,160.42,待发货,山东,False,
微20250703002632,2025-07-03 21:32:00,2025-07-03 21:32:00,SKU_服_016,服装商品10,服装,1,160.73,160.73,11.05,149.68,已完成,湖北,False,
微20250703002633,2025-07-03 08:24:00,2025-07-03 08:24:00,SKU_服_006,服装商品16,服装,3,172.91,518.73,33.29,485.44,待发货,湖北,False,
微20250703002634,2025-07-03 14:05:00,,SKU_服_013,服装商品11,服装,1,170.66,170.66,11.98,158.68,已取消,四川,False,
微20250703002635,2025-07-03 09:04:00,2025-07-03 09:04:00,SKU_服_011,服装商品21,服装,1,160.82,160.82,18.59,142.23,已完成,上海,False,
微20250703002636,2025-07-03 11:10:00,,SKU_服_018,服装商品33,服装,1,170.01,170.01,9.98,160.03,已取消,江苏,False,
微20250703002637,2025-07-03 15:06:00,2025-07-03 15:06:00,SKU_服_014,服装商品34,服装,1,168.72,168.72,15.58,153.14,已完成,浙江,False,
微20250703002638,2025-07-03 12:35:00,2025-07-03 12:35:00,SKU_服_012,服装商品46,服装,1,161.42,161.42,12.12,149.3,已完成,浙江,False,满200减30
微20250703002639,2025-07-03 10:55:00,2025-07-03 10:55:00,SKU_服_006,服装商品42,服装,2,149.15,298.3,5.55,292.75,已完成,江苏,False,
微20250703002640,2025-07-03 15:25:00,2025-07-03 15:25:00,SKU_服_011,服装商品34,服装,1,172.75,172.75,18.19,154.56,已完成,江苏,False,
微20250703002641,2025-07-03 16:02:00,2025-07-03 16:02:00,SKU_服_008,服装商品40,服装,1,167.27,167.27,16.41,150.86,已完成,广东,False,品类优惠券
微20250703002642,2025-07-03 20:01:00,,SKU_服_006,服装商品49,服装,2,164.54,329.08,2.15,326.93,已取消,广东,False,
