退款单号,订单编号,申请时间,商品编码,商品名称,品类,refund_type,退款原因,退款金额,退款状态
RF20250707000898,京20250707733211,2025-07-07 10:14:00,SKU_电_003,电子商品5,电子,仅退款,质量问题,446.8,已完成
RF20250707000899,京20250707318403,2025-07-07 09:21:00,SKU_电_004,电子商品14,电子,仅退款,不想要了,462.44,已完成
RF20250707000900,京20250707819832,2025-07-07 09:13:00,SKU_电_009,电子商品2,电子,退货退款,不想要了,499.08,已完成
RF20250707000901,京20250707554679,2025-07-07 19:01:00,SKU_电_005,电子商品4,电子,仅退款,与描述不符,479.94,已完成
RF20250707000902,京20250707006249,2025-07-07 16:53:00,SKU_电_005,电子商品2,电子,退货退款,质量问题,350.53,已拒绝
RF20250707000903,京20250707195462,2025-07-07 13:46:00,SKU_电_006,电子商品2,电子,仅退款,不想要了,462.88,已完成
RF20250707000904,京20250707628786,2025-07-07 20:44:00,SKU_电_006,电子商品13,电子,仅退款,质量问题,502.77,已拒绝
RF20250707000905,京20250707963098,2025-07-07 16:43:00,SKU_电_003,电子商品14,电子,仅退款,质量问题,441.39,已完成
RF20250707000906,京20250707614801,2025-07-07 12:57:00,SKU_电_007,电子商品9,电子,退货退款,与描述不符,373.25,已完成
RF20250707000907,京20250707462635,2025-07-07 15:06:00,SKU_电_009,电子商品12,电子,仅退款,与描述不符,488.42,已完成
RF20250707000908,京20250707766535,2025-07-07 08:46:00,SKU_电_007,电子商品4,电子,仅退款,质量问题,590.09,已完成
RF20250707000909,京20250707488262,2025-07-07 08:10:00,SKU_服_006,服装商品13,服装,仅退款,与描述不符,188.14,已完成
RF20250707000910,京20250707364870,2025-07-07 11:42:00,SKU_服_002,服装商品12,服装,仅退款,与描述不符,214.27,已完成
RF20250707000911,京20250707773688,2025-07-07 14:02:00,SKU_服_002,服装商品7,服装,退货退款,质量问题,148.93,已完成
RF20250708001002,京20250708207597,2025-07-08 09:28:00,SKU_美_008,美妆商品2,美妆,仅退款,尺码不合适,132.5,已完成
RF20250708001003,京20250708001007,2025-07-08 21:21:00,SKU_美_007,美妆商品16,美妆,退货退款,质量问题,125.9,已拒绝
RF20250708001004,京20250708375949,2025-07-08 17:34:00,SKU_美_002,美妆商品3,美妆,仅退款,质量问题,101.18,处理中
RF20250708001005,京20250708748618,2025-07-08 10:08:00,SKU_美_004,美妆商品4,美妆,仅退款,不想要了,122.87,已完成
RF20250708001006,京20250708387391,2025-07-08 08:41:00,SKU_美_007,美妆商品1,美妆,仅退款,物流太慢,131.7,已拒绝
RF20250708001007,京20250708239424,2025-07-08 15:52:00,SKU_美_007,美妆商品2,美妆,退货退款,尺码不合适,116.06,处理中
RF20250708001008,京20250708720539,2025-07-08 09:08:00,SKU_美_007,美妆商品1,美妆,退货退款,与描述不符,101.35,已拒绝
RF20250708001009,京20250708041868,2025-07-08 15:19:00,SKU_食_007,食品商品4,食品,仅退款,尺码不合适,57.11,处理中
RF20250708001010,京20250708350917,2025-07-08 16:30:00,SKU_食_007,食品商品1,食品,仅退款,与描述不符,59.12,已完成
RF20250708001011,京20250708775083,2025-07-08 08:56:00,SKU_食_006,食品商品16,食品,仅退款,质量问题,59.68,已完成
RF20250708001012,京20250708218343,2025-07-08 10:29:00,SKU_食_002,食品商品7,食品,退货退款,物流太慢,44.7,处理中
RF20250708001013,京20250708150251,2025-07-08 20:23:00,SKU_食_001,食品商品13,食品,仅退款,尺码不合适,65.43,已完成
RF20250708001014,京20250708774798,2025-07-08 17:10:00,SKU_食_009,食品商品17,食品,仅退款,与描述不符,60.74,处理中
RF20250708001015,京20250708019132,2025-07-08 11:04:00,SKU_食_003,食品商品11,食品,仅退款,物流太慢,49.97,已完成
RF20250708001016,京20250708495980,2025-07-08 16:18:00,SKU_食_009,食品商品6,食品,仅退款,与描述不符,39.49,已完成
RF20250708001017,京20250708554238,2025-07-08 20:01:00,SKU_食_002,食品商品17,食品,退货退款,尺码不合适,50.96,已完成
RF20250708001018,京20250708696025,2025-07-08 18:30:00,SKU_食_009,食品商品9,食品,退货退款,质量问题,49.28,已完成
RF20250708001019,京20250708271052,2025-07-08 16:39:00,SKU_食_002,食品商品6,食品,仅退款,尺码不合适,54.59,已完成
RF20250708001020,京20250708636604,2025-07-08 10:52:00,SKU_食_007,食品商品10,食品,仅退款,与描述不符,38.62,已完成
RF20250708001021,京20250708310056,2025-07-08 14:57:00,SKU_食_001,食品商品6,食品,退货退款,质量问题,56.42,已拒绝
RF20250708001022,京20250708014377,2025-07-08 16:51:00,SKU_电_004,电子商品16,电子,仅退款,不想要了,439.27,已拒绝
RF20250708001023,京20250708589627,2025-07-08 13:53:00,SKU_电_005,电子商品8,电子,退货退款,不想要了,408.59,已完成
RF20250708001024,京20250708998774,2025-07-08 21:02:00,SKU_电_004,电子商品4,电子,退货退款,尺码不合适,486.39,已完成
RF20250708001025,京20250708282768,2025-07-08 18:22:00,SKU_电_007,电子商品18,电子,仅退款,物流太慢,353.28,已完成
RF20250708001026,京20250708058739,2025-07-08 08:57:00,SKU_电_004,电子商品13,电子,仅退款,物流太慢,426.22,已完成
RF20250708001027,京20250708592343,2025-07-08 19:22:00,SKU_电_001,电子商品12,电子,仅退款,尺码不合适,482.83,已拒绝
RF20250708001028,京20250708676226,2025-07-08 19:23:00,SKU_电_005,电子商品18,电子,退货退款,与描述不符,403.92,已完成
RF20250708001029,京20250708601625,2025-07-08 18:20:00,SKU_电_004,电子商品18,电子,仅退款,与描述不符,528.67,已完成
RF20250708001030,京20250708111622,2025-07-08 10:18:00,SKU_电_005,电子商品3,电子,仅退款,不想要了,381.99,已完成
RF20250708001031,京20250708409992,2025-07-08 09:36:00,SKU_电_009,电子商品2,电子,退货退款,尺码不合适,491.33,处理中
RF20250708001032,京20250708454425,2025-07-08 11:40:00,SKU_电_004,电子商品8,电子,仅退款,质量问题,376.05,已完成
RF20250708001033,京20250708646726,2025-07-08 18:44:00,SKU_电_006,电子商品17,电子,仅退款,质量问题,521.47,已完成
RF20250708001034,京20250708038129,2025-07-08 21:41:00,SKU_电_001,电子商品17,电子,退货退款,质量问题,420.0,处理中
RF20250708001035,京20250708658432,2025-07-08 10:49:00,SKU_电_007,电子商品7,电子,仅退款,质量问题,501.34,已完成
RF20250708001036,京20250708443407,2025-07-08 10:33:00,SKU_电_006,电子商品3,电子,退货退款,物流太慢,338.12,处理中
RF20250708001037,京20250708621288,2025-07-08 18:34:00,SKU_电_008,电子商品19,电子,退货退款,尺码不合适,434.76,处理中
RF20250708001038,京20250708746282,2025-07-08 15:58:00,SKU_服_004,服装商品19,服装,仅退款,与描述不符,215.06,处理中
RF20250708001039,京20250708741064,2025-07-08 11:08:00,SKU_服_007,服装商品12,服装,仅退款,质量问题,160.51,已完成
RF20250708001040,京20250708753628,2025-07-08 09:58:00,SKU_服_007,服装商品18,服装,仅退款,与描述不符,209.25,处理中
RF20250709001135,京20250709632517,2025-07-09 15:47:00,SKU_美_001,美妆商品1,美妆,退货退款,与描述不符,164.88,已完成
RF20250709001136,京20250709298614,2025-07-09 11:45:00,SKU_美_009,美妆商品16,美妆,仅退款,尺码不合适,120.89,已完成
RF20250709001137,京20250709954006,2025-07-09 20:58:00,SKU_美_003,美妆商品3,美妆,退货退款,尺码不合适,156.2,已完成
RF20250709001138,京20250709851292,2025-07-09 15:21:00,SKU_美_003,美妆商品18,美妆,退货退款,尺码不合适,124.85,已完成
RF20250709001139,京20250709854484,2025-07-09 20:46:00,SKU_美_009,美妆商品1,美妆,仅退款,尺码不合适,160.89,已拒绝
RF20250709001140,京20250709422574,2025-07-09 21:56:00,SKU_美_007,美妆商品11,美妆,仅退款,与描述不符,147.14,已完成
RF20250709001141,京20250709361820,2025-07-09 15:04:00,SKU_美_007,美妆商品8,美妆,退货退款,与描述不符,147.69,已完成
RF20250709001142,京20250709217879,2025-07-09 14:10:00,SKU_食_002,食品商品15,食品,仅退款,不想要了,35.91,已完成
RF20250709001143,京20250709304595,2025-07-09 16:38:00,SKU_食_003,食品商品8,食品,仅退款,尺码不合适,51.54,处理中
RF20250709001144,京20250709948511,2025-07-09 14:34:00,SKU_食_007,食品商品12,食品,仅退款,与描述不符,52.8,已完成
RF20250709001145,京20250709437349,2025-07-09 09:01:00,SKU_食_003,食品商品7,食品,仅退款,不想要了,42.48,处理中
RF20250709001146,京20250709258360,2025-07-09 18:08:00,SKU_食_002,食品商品14,食品,退货退款,物流太慢,54.44,已完成
RF20250709001147,京20250709719044,2025-07-09 12:16:00,SKU_食_004,食品商品19,食品,退货退款,尺码不合适,50.0,已完成
RF20250709001148,京20250709619665,2025-07-09 19:45:00,SKU_食_004,食品商品5,食品,仅退款,尺码不合适,67.21,已完成
RF20250709001149,京20250709153631,2025-07-09 17:10:00,SKU_食_004,食品商品2,食品,仅退款,不想要了,38.68,已拒绝
RF20250709001150,京20250709332571,2025-07-09 12:49:00,SKU_食_008,食品商品18,食品,仅退款,尺码不合适,56.8,已完成
RF20250709001151,京20250709494107,2025-07-09 09:34:00,SKU_食_001,食品商品6,食品,退货退款,尺码不合适,64.25,已完成
RF20250709001152,京20250709928381,2025-07-09 10:53:00,SKU_电_005,电子商品8,电子,退货退款,物流太慢,398.2,已完成
RF20250709001153,京20250709602448,2025-07-09 11:51:00,SKU_电_006,电子商品13,电子,退货退款,尺码不合适,414.63,已完成
RF20250709001154,京20250709039046,2025-07-09 17:23:00,SKU_电_009,电子商品12,电子,仅退款,与描述不符,490.05,处理中
RF20250709001155,京20250709407874,2025-07-09 10:58:00,SKU_电_007,电子商品7,电子,仅退款,与描述不符,523.13,处理中
RF20250709001156,京20250709954158,2025-07-09 20:25:00,SKU_电_001,电子商品6,电子,仅退款,不想要了,473.12,已拒绝
RF20250709001157,京20250709520037,2025-07-09 18:35:00,SKU_电_009,电子商品8,电子,退货退款,质量问题,433.92,已完成
RF20250709001158,京20250709688416,2025-07-09 16:57:00,SKU_电_004,电子商品16,电子,仅退款,质量问题,397.85,已拒绝
RF20250709001159,京20250709061578,2025-07-09 21:42:00,SKU_电_009,电子商品16,电子,仅退款,物流太慢,447.7,已完成
RF20250709001160,京20250709898823,2025-07-09 16:45:00,SKU_电_004,电子商品1,电子,退货退款,不想要了,345.22,已完成
RF20250709001161,京20250709102659,2025-07-09 13:44:00,SKU_电_009,电子商品7,电子,仅退款,质量问题,579.7,已完成
RF20250709001162,京20250709555707,2025-07-09 19:18:00,SKU_电_002,电子商品10,电子,退货退款,物流太慢,462.27,已完成
RF20250709001163,京20250709004723,2025-07-09 15:52:00,SKU_电_009,电子商品3,电子,退货退款,尺码不合适,454.78,已完成
RF20250709001164,京20250709772630,2025-07-09 21:01:00,SKU_电_006,电子商品19,电子,退货退款,尺码不合适,410.03,已拒绝
RF20250709001165,京20250709733555,2025-07-09 09:32:00,SKU_电_008,电子商品8,电子,退货退款,与描述不符,439.3,已完成
RF20250709001166,京20250709950729,2025-07-09 10:04:00,SKU_电_007,电子商品7,电子,退货退款,质量问题,296.8,已完成
RF20250709001167,京20250709904074,2025-07-09 09:06:00,SKU_电_001,电子商品1,电子,退货退款,质量问题,490.84,已完成
RF20250709001168,京20250709730849,2025-07-09 13:14:00,SKU_电_008,电子商品15,电子,仅退款,物流太慢,487.58,已拒绝
RF20250709001169,京20250709393963,2025-07-09 20:12:00,SKU_服_008,服装商品10,服装,退货退款,质量问题,175.5,已完成
RF20250709001170,京20250709778181,2025-07-09 16:05:00,SKU_服_007,服装商品2,服装,退货退款,物流太慢,183.79,处理中
RF20250709001171,京20250709809264,2025-07-09 14:16:00,SKU_服_004,服装商品11,服装,仅退款,质量问题,211.28,处理中
RF20250709001172,京20250709749540,2025-07-09 12:35:00,SKU_服_007,服装商品2,服装,仅退款,尺码不合适,234.15,已完成
RF20250709001173,京20250709105708,2025-07-09 16:57:00,SKU_服_007,服装商品7,服装,仅退款,质量问题,200.5,已完成
RF20250709001174,京20250709944548,2025-07-09 12:41:00,SKU_服_007,服装商品9,服装,退货退款,与描述不符,160.53,已完成
RF20250710001268,京20250710286768,2025-07-10 08:52:00,SKU_美_006,美妆商品19,美妆,仅退款,质量问题,138.98,已完成
RF20250710001269,京20250710437161,2025-07-10 15:47:00,SKU_美_005,美妆商品13,美妆,退货退款,质量问题,119.51,处理中
RF20250710001270,京20250710599372,2025-07-10 18:49:00,SKU_美_002,美妆商品13,美妆,仅退款,不想要了,145.68,已完成
RF20250710001271,京20250710367440,2025-07-10 11:01:00,SKU_美_003,美妆商品2,美妆,退货退款,尺码不合适,133.81,已完成
RF20250710001272,京20250710559424,2025-07-10 08:00:00,SKU_食_005,食品商品18,食品,仅退款,与描述不符,53.49,已完成
RF20250710001273,京20250710298737,2025-07-10 18:41:00,SKU_食_002,食品商品9,食品,退货退款,与描述不符,45.61,已完成
RF20250710001274,京20250710455409,2025-07-10 09:34:00,SKU_食_003,食品商品17,食品,退货退款,尺码不合适,55.14,已完成
RF20250710001275,京20250710080549,2025-07-10 16:33:00,SKU_食_008,食品商品10,食品,退货退款,不想要了,44.6,已拒绝
RF20250710001276,京20250710586397,2025-07-10 08:57:00,SKU_食_003,食品商品13,食品,退货退款,质量问题,53.8,已完成
RF20250710001277,京20250710734939,2025-07-10 11:53:00,SKU_食_005,食品商品3,食品,退货退款,物流太慢,64.1,已完成
RF20250710001278,京20250710330684,2025-07-10 15:35:00,SKU_食_004,食品商品9,食品,仅退款,尺码不合适,59.81,已完成
RF20250710001279,京20250710574526,2025-07-10 12:46:00,SKU_电_005,电子商品13,电子,仅退款,与描述不符,443.75,处理中
RF20250710001280,京20250710882042,2025-07-10 11:01:00,SKU_电_004,电子商品5,电子,仅退款,质量问题,414.64,已完成
RF20250710001281,京20250710617649,2025-07-10 19:47:00,SKU_电_009,电子商品1,电子,仅退款,物流太慢,503.14,已完成
RF20250710001282,京20250710827447,2025-07-10 09:30:00,SKU_电_003,电子商品15,电子,仅退款,与描述不符,424.78,已完成
RF20250710001283,京20250710934852,2025-07-10 13:18:00,SKU_电_002,电子商品4,电子,仅退款,与描述不符,426.21,已拒绝
RF20250710001284,京20250710271645,2025-07-10 19:15:00,SKU_电_007,电子商品15,电子,仅退款,尺码不合适,495.96,处理中
RF20250710001285,京20250710839330,2025-07-10 19:57:00,SKU_电_008,电子商品11,电子,退货退款,尺码不合适,344.57,处理中
RF20250710001286,京20250710619560,2025-07-10 12:00:00,SKU_电_006,电子商品6,电子,退货退款,不想要了,395.58,已完成
RF20250710001287,京20250710819433,2025-07-10 21:05:00,SKU_电_003,电子商品7,电子,仅退款,尺码不合适,348.94,已拒绝
RF20250710001288,京20250710064213,2025-07-10 12:19:00,SKU_电_001,电子商品13,电子,退货退款,尺码不合适,645.4,已完成
RF20250710001289,京20250710386335,2025-07-10 14:45:00,SKU_电_008,电子商品19,电子,退货退款,与描述不符,508.24,已完成
RF20250710001290,京20250710671429,2025-07-10 20:30:00,SKU_电_004,电子商品16,电子,仅退款,与描述不符,416.99,处理中
RF20250710001291,京20250710139304,2025-07-10 11:42:00,SKU_电_003,电子商品14,电子,退货退款,质量问题,283.32,处理中
RF20250710001292,京20250710466258,2025-07-10 08:26:00,SKU_电_003,电子商品9,电子,退货退款,物流太慢,266.92,已完成
RF20250710001293,京20250710557576,2025-07-10 12:30:00,SKU_电_007,电子商品8,电子,仅退款,不想要了,451.98,已完成
RF20250710001294,京20250710017875,2025-07-10 17:58:00,SKU_电_004,电子商品6,电子,仅退款,尺码不合适,418.0,已完成
RF20250710001295,京20250710134329,2025-07-10 14:27:00,SKU_电_001,电子商品8,电子,仅退款,与描述不符,449.82,处理中
RF20250710001296,京20250710476396,2025-07-10 18:50:00,SKU_服_005,服装商品12,服装,退货退款,物流太慢,237.62,已完成
RF20250710001297,京20250710487438,2025-07-10 19:46:00,SKU_服_008,服装商品19,服装,退货退款,质量问题,179.36,已完成
RF20250710001298,京20250710910297,2025-07-10 15:31:00,SKU_服_004,服装商品14,服装,退货退款,质量问题,164.98,已完成
RF20250710001299,京20250710434101,2025-07-10 13:50:00,SKU_服_007,服装商品11,服装,仅退款,尺码不合适,161.42,已完成
RF20250710001300,京20250710728413,2025-07-10 16:13:00,SKU_服_008,服装商品11,服装,仅退款,物流太慢,224.42,已完成
RF20250711001405,京20250711630384,2025-07-11 18:22:00,SKU_美_009,美妆商品16,美妆,仅退款,尺码不合适,128.68,已完成
RF20250711001406,京20250711479876,2025-07-11 20:17:00,SKU_美_009,美妆商品15,美妆,退货退款,与描述不符,162.65,处理中
